Date,Open,High,Low,Close,Volume,Name
2007-10-17,29.1,29.2,28.0,28.82,75067683,AABA
2007-10-18,28.59,29.6,28.47,29.35,28301621,AABA
2007-10-19,29.36,29.96,28.85,29.03,41929891,AABA
2007-10-22,28.93,30.0,28.8,29.85,27750065,AABA
2007-10-23,30.12,30.88,30.03,30.64,45406111,AABA
2007-10-24,30.68,30.98,30.0,30.68,33603080,AABA
2007-10-25,30.75,31.62,30.5,31.34,38711764,AABA
2007-10-26,32.43,33.99,31.61,33.63,65996497,AABA
2007-10-29,34.07,34.08,31.18,31.79,83685774,AABA
2007-10-30,31.55,31.64,30.12,30.83,52417261,AABA
2007-10-31,31.5,31.75,30.5,31.1,34761971,AABA
2007-11-01,30.86,31.1,30.04,30.22,26913236,AABA
2007-11-02,30.54,31.21,29.64,31.11,34090205,AABA
2007-11-05,30.71,32.37,30.35,31.36,43520259,AABA
2007-11-06,31.76,31.79,29.0,29.93,63664347,AABA
2007-11-07,29.27,29.3,27.56,27.63,57069799,AABA
2007-11-08,28.11,28.24,25.82,26.7,58160569,AABA
2007-11-09,26.13,26.38,25.4,25.79,45196011,AABA
2007-11-12,25.8,26.2,24.69,24.78,31264174,AABA
2007-11-13,25.53,26.24,25.3,26.1,34123220,AABA
2007-11-14,26.42,26.44,25.0,25.07,38183696,AABA
2007-11-15,24.94,25.75,24.9,25.42,27926541,AABA
2007-11-16,25.66,27.13,25.1,26.82,53025381,AABA
2007-11-19,27.11,27.35,26.35,26.76,33075317,AABA
2007-11-20,26.93,27.25,25.98,26.72,25680504,AABA
2007-11-21,26.11,26.58,25.52,25.71,23334690,AABA
2007-11-23,25.98,26.4,25.76,26.13,9254251,AABA
2007-11-26,26.08,26.25,25.2,25.22,24174574,AABA
2007-11-27,25.18,26.0,25.17,25.59,19486385,AABA
2007-11-28,26.03,26.7,25.93,26.2,23239286,AABA
2007-11-29,26.01,26.71,25.91,26.63,17936145,AABA
2007-11-30,26.96,27.33,26.51,26.81,23991490,AABA
2007-12-03,26.64,27.2,26.56,26.61,15254267,AABA
2007-12-04,26.14,26.73,26.11,26.42,14669443,AABA
2007-12-05,26.63,26.73,25.73,25.98,21170862,AABA
2007-12-06,25.88,26.02,25.39,25.96,19239798,AABA
2007-12-07,25.86,26.11,25.5,25.63,11445821,AABA
2007-12-10,25.51,25.57,24.92,25.2,26083319,AABA
2007-12-11,25.15,25.65,24.36,24.47,28579063,AABA
2007-12-12,24.82,25.0,24.11,24.54,20244566,AABA
2007-12-13,24.39,24.75,24.19,24.38,23798399,AABA
2007-12-14,24.13,24.47,24.0,24.06,15125452,AABA
2007-12-17,23.8,24.03,22.94,23.04,37877082,AABA
2007-12-18,23.22,23.35,22.8,23.02,27737563,AABA
2007-12-19,22.92,23.69,22.92,23.31,26547229,AABA
2007-12-20,23.5,23.8,23.24,23.64,21039176,AABA
2007-12-21,23.88,24.1,23.74,24.01,24194742,AABA
2007-12-24,24.01,24.19,23.94,24.05,24861780,AABA
2007-12-26,23.85,24.25,23.85,23.96,9821600,AABA
2007-12-27,23.6,24.15,23.57,23.71,16041411,AABA
